0.02;17515.0;78.42
1.02;17515.0;78.42
2.03;17515.0;78.42
3.03;17469.68;79.14
4.03;17336.31;90.32
5.04;17235.31;110.78
6.05;17145.96;137.6
7.05;17060.5;168.44
8.06;16975.04;204.4
9.07;16893.46;243.53
10.08;16815.77;285.17
11.08;16738.07;331.12
12.1;16658.44;382.69
13.1;16586.57;433.13
14.11;16506.94;493.37
15.11;16427.3;558.17
16.13;16345.72;629.3
17.13;16264.15;705.24
18.14;16180.63;787.97
19.16;16106.82;865.28
20.16;16023.3;957.51
21.16;15945.61;1047.83
22.18;15860.15;1152.23
23.18;15776.63;1259.37
24.19;15695.05;1368.89
25.21;15615.41;1480.45
26.21;15533.84;1599.5
27.22;15448.38;1729.42
28.23;15378.45;1839.65
29.24;15304.64;1959.88
